record_id,paper_id,sample_label,data_origin,matrix_class,matrix_name,particle_type,particle_grade,particle_true_density_g_cc,particle_mean_diameter_um,particle_wall_thickness_ratio,particle_volume_fraction,particle_weight_fraction,process_route,cure_or_process_temperature_c,additional_fillers,measured_density_g_cc,theoretical_density_g_cc,matrix_porosity_fraction,particle_breakage_fraction,test_type,strain_rate_per_s,temperature_c,standard,modulus_mpa,strength_mpa,strain_at_failure,energy_absorption_mj_m3,plateau_stress_mpa,densification_strain,specific_modulus_mpa_per_g_cc,specific_strength_mpa_per_g_cc,storage_modulus_mpa,loss_tangent,thermal_conductivity_w_mk,cte_per_k,moisture_uptake_pct,extractor_confidence,flags
W4382982980-138,W4382982980,SSFC-KK,primary,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,"kenaf-fibre face sheets (4 plies mat kenaf, 3 mm upper + 3 mm lower) on SFC core; sandwich panel",0.865,0.894,0.0403,,compression,,25.0,ASTM C365-94,1280.0,37.5,0.278,,,,1280.0,43.65,,,,,,0.85,
W4382982980-139,W4382982980,SSFC-KK,primary,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,"kenaf-fibre face sheets (4 plies mat kenaf, 3 mm upper + 3 mm lower) on SFC core; sandwich panel",0.865,0.894,0.0403,,shear,,25.0,,,2.733,,,,,,3.898,,,,,,0.8,
W4382982980-140,W4382982980,SSFC-KK,primary,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,"kenaf-fibre face sheets (4 plies mat kenaf, 3 mm upper + 3 mm lower) on SFC core; sandwich panel",0.865,0.894,0.0403,,other,,25.0,ASTM D570-98,,,,,,,,,,,,,6.166,0.85,
W4382982980-141,W4382982980,SSFC-GG,primary,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,"woven glass-fibre face sheets (12 plies, 3 mm upper + 3 mm lower) on SFC core; sandwich panel",0.872,0.912,0.0442,,tension,,25.0,ASTM C297,2480.0,51.06,0.053,,,,2840.0,58.58,,,,,,0.85,
W4382982980-142,W4382982980,SSFC-GG,primary,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,"woven glass-fibre face sheets (12 plies, 3 mm upper + 3 mm lower) on SFC core; sandwich panel",0.872,0.912,0.0442,,flexure,,25.0,ASTM C393-94,6700.0,133.35,0.0229,,,,7690.0,153.01,,,,,,0.85,
W4382982980-143,W4382982980,SSFC-GG,primary,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,"woven glass-fibre face sheets (12 plies, 3 mm upper + 3 mm lower) on SFC core; sandwich panel",0.872,0.912,0.0442,,compression,,25.0,ASTM C365-94,2110.0,53.95,0.058,,,,2420.0,61.9,,,,,,0.85,
W4382982980-144,W4382982980,SSFC-GG,primary,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,"woven glass-fibre face sheets (12 plies, 3 mm upper + 3 mm lower) on SFC core; sandwich panel",0.872,0.912,0.0442,,shear,,25.0,,,4.967,,,,,,5.699,,,,,,0.8,
W4382982980-145,W4382982980,SSFC-GG,primary,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,"woven glass-fibre face sheets (12 plies, 3 mm upper + 3 mm lower) on SFC core; sandwich panel",0.872,0.912,0.0442,,other,,25.0,ASTM D570-98,,,,,,,,,,,,,0.655,0.85,
W4382982980-146,W4382982980,SSFC-GK,primary,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,hybrid glass/kenaf face sheets (3 plies glass + 1 ply kenaf per skin) on SFC core; sandwich panel,0.908,1.042,0.0313,,tension,,25.0,ASTM C297,2140.0,40.39,0.058,,,,2350.0,44.49,,,,,,0.85,
W4382982980-147,W4382982980,SSFC-GK,primary,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,hybrid glass/kenaf face sheets (3 plies glass + 1 ply kenaf per skin) on SFC core; sandwich panel,0.908,1.042,0.0313,,flexure,,25.0,ASTM C393-94,7160.0,159.51,0.0283,,,,7870.0,175.32,,,,,,0.85,
W4382982980-148,W4382982980,SSFC-GK,primary,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,hybrid glass/kenaf face sheets (3 plies glass + 1 ply kenaf per skin) on SFC core; sandwich panel,0.908,1.042,0.0313,,compression,,25.0,ASTM C365-94,1610.0,61.41,0.043,,,,1770.0,67.65,,,,,,0.85,
W4382982980-149,W4382982980,SSFC-GK,primary,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,hybrid glass/kenaf face sheets (3 plies glass + 1 ply kenaf per skin) on SFC core; sandwich panel,0.908,1.042,0.0313,,shear,,25.0,,,3.567,,,,,,3.929,,,,,,0.8,
W4382982980-150,W4382982980,SSFC-GK,primary,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,hybrid glass/kenaf face sheets (3 plies glass + 1 ply kenaf per skin) on SFC core; sandwich panel,0.908,1.042,0.0313,,other,,25.0,ASTM D570-98,,,,,,,,,,,,,2.118,0.85,
W4382982980-151,W4382982980,SSFC-KG,primary,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,hybrid kenaf/glass face sheets (1 ply kenaf + 3 plies glass per skin) on SFC core; sandwich panel,0.883,0.975,0.0294,,tension,,25.0,ASTM C297,2230.0,32.95,0.048,,,,2520.0,37.32,,,,,,0.85,
W4382982980-152,W4382982980,SSFC-KG,primary,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,hybrid kenaf/glass face sheets (1 ply kenaf + 3 plies glass per skin) on SFC core; sandwich panel,0.883,0.975,0.0294,,flexure,,25.0,ASTM C393-94,4520.0,82.59,0.0424,,,,5120.0,93.55,,,,,,0.85,
W4382982980-153,W4382982980,SSFC-KG,primary,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,hybrid kenaf/glass face sheets (1 ply kenaf + 3 plies glass per skin) on SFC core; sandwich panel,0.883,0.975,0.0294,,compression,,25.0,ASTM C365-94,1650.0,65.5,0.083,,,,2050.0,72.38,,,,,,0.85,
W4382982980-154,W4382982980,SSFC-KG,primary,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,hybrid kenaf/glass face sheets (1 ply kenaf + 3 plies glass per skin) on SFC core; sandwich panel,0.883,0.975,0.0294,,shear,,25.0,,,4.667,,,,,,5.287,,,,,,0.8,
W4382982980-155,W4382982980,SSFC-KG,primary,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,hybrid kenaf/glass face sheets (1 ply kenaf + 3 plies glass per skin) on SFC core; sandwich panel,0.883,0.975,0.0294,,other,,25.0,ASTM D570-98,,,,,,,,,,,,,2.479,0.85,
W4382982980-156,W4382982980,SSFC-KK (series model prediction),model,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,"kenaf-fibre face sheets (4 plies mat kenaf, 3 mm upper + 3 mm lower) on SFC core; sandwich panel",,,,,tension,,,,3600.0,54.53,,,,,,,,,,,,0.8,
W4382982980-157,W4382982980,SSFC-KK (parallel model prediction),model,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,"kenaf-fibre face sheets (4 plies mat kenaf, 3 mm upper + 3 mm lower) on SFC core; sandwich panel",,,,,tension,,,,3240.0,235.011,,,,,,,,,,,,0.8,
W4382982980-158,W4382982980,SSFC-KK (Hirsch's model prediction),model,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,"kenaf-fibre face sheets (4 plies mat kenaf, 3 mm upper + 3 mm lower) on SFC core; sandwich panel",,,,,tension,,,,3420.0,144.77,,,,,,,,,,,,0.8,
W4382982980-159,W4382982980,SSFC-GG (series model prediction),model,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,"woven glass-fibre face sheets (12 plies, 3 mm upper + 3 mm lower) on SFC core; sandwich panel",,,,,tension,,,,3480.0,54.33,,,,,,,,,,,,0.8,
W4382982980-160,W4382982980,SSFC-GG (parallel model prediction),model,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,"woven glass-fibre face sheets (12 plies, 3 mm upper + 3 mm lower) on SFC core; sandwich panel",,,,,tension,,,,5460.0,1532.06,,,,,,,,,,,,0.8,
W4382982980-161,W4382982980,SSFC-GG (Hirsch's model prediction),model,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,"woven glass-fibre face sheets (12 plies, 3 mm upper + 3 mm lower) on SFC core; sandwich panel",,,,,tension,,,,4470.0,793.2,,,,,,,,,,,,0.8,
W4382982980-162,W4382982980,SSFC-GK (series model prediction),model,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,hybrid glass/kenaf face sheets (3 plies glass + 1 ply kenaf per skin) on SFC core; sandwich panel,,,,,tension,,,,3270.0,50.4,,,,,,,,,,,,0.8,
W4382982980-163,W4382982980,SSFC-GK (parallel model prediction),model,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,hybrid glass/kenaf face sheets (3 plies glass + 1 ply kenaf per skin) on SFC core; sandwich panel,,,,,tension,,,,5640.0,1163.08,,,,,,,,,,,,0.8,
W4382982980-164,W4382982980,SSFC-GK (Hirsch's model prediction),model,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,hybrid glass/kenaf face sheets (3 plies glass + 1 ply kenaf per skin) on SFC core; sandwich panel,,,,,tension,,,,4460.0,606.74,,,,,,,,,,,,0.8,
W4382982980-165,W4382982980,SSFC-KG (series model prediction),model,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,hybrid kenaf/glass face sheets (1 ply kenaf + 3 plies glass per skin) on SFC core; sandwich panel,,,,,tension,,,,3310.0,52.16,,,,,,,,,,,,0.8,
W4382982980-166,W4382982980,SSFC-KG (parallel model prediction),model,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,hybrid kenaf/glass face sheets (1 ply kenaf + 3 plies glass per skin) on SFC core; sandwich panel,,,,,tension,,,,6480.0,1813.35,,,,,,,,,,,,0.8,
W4382982980-167,W4382982980,SSFC-KG (Hirsch's model prediction),model,epoxy,DGEBA epoxy resin LR 20 with cycloaliphatic amine hardener LH281 (10:3),glass_microballoon,3M-type HGM T60 (true density 0.6 g/cc),0.6,39.26,0.9141,,,mechanical_mixing_cast,80.0,hybrid kenaf/glass face sheets (1 ply kenaf + 3 plies glass per skin) on SFC core; sandwich panel,,,,,tension,,,,4900.0,932.76,,,,,,,,,,,,0.8,
W4382982980-168,W4382982980,"Epoxy DER 332, neat resin (Gupta and Nagorny 2006)",secondary,epoxy,DER 332,glass_microballoon,,,,,,,mechanical_mixing_cast,,,,,,,tension,,,,2752.0,57.2,,,,,,,,,,,,0.7,
W4382982980-169,W4382982980,Epoxy DER 332 + 30 vol% HGM K46 (Gupta and Nagorny 2006),secondary,epoxy,DER 332,glass_microballoon,3M K46,,,,0.3,,mechanical_mixing_cast,,,,,,,tension,,,,3700.0,25.1,,,,,,,,,,,,0.7,
W4382982980-170,W4382982980,Epoxy DER 332 + 40 vol% HGM K46 (Gupta and Nagorny 2006),secondary,epoxy,DER 332,glass_microballoon,3M K46,,,,0.4,,mechanical_mixing_cast,,,,,,,tension,,,,3641.0,20.7,,,,,,,,,,,,0.7,
W4382982980-171,W4382982980,Epoxy DER 332 + 50 vol% HGM K46 (Gupta and Nagorny 2006),secondary,epoxy,DER 332,glass_microballoon,3M K46,,,,0.5,,mechanical_mixing_cast,,,,,,,tension,,,,3615.0,15.6,,,,,,,,,,,,0.7,
W4382982980-172,W4382982980,Epoxy DER 332 + 60 vol% HGM K46 (Gupta and Nagorny 2006),secondary,epoxy,DER 332,glass_microballoon,3M K46,,,,0.6,,mechanical_mixing_cast,,,,,,,tension,,,,3491.0,12.8,,,,,,,,,,,,0.7,
W4382982980-173,W4382982980,"Epoxy DER 332, neat resin (Colloca, Gupta and Porfiri 2013)",secondary,epoxy,DER 332,glass_microballoon,,,,,,,mechanical_mixing_cast,,,,,,,tension,,,,2700.0,26.0,,,,,,,,,,,,0.7,
W4382982980-174,W4382982980,"Epoxy DER 332 + 30 vol% HGM S22 (Colloca, Gupta and Porfiri 2013)",secondary,epoxy,DER 332,glass_microballoon,3M S22,,,,0.3,,mechanical_mixing_cast,,,,,,,tension,,,,2200.0,17.0,,,,,,,,,,,,0.7,
W4382982980-175,W4382982980,"Epoxy DER 332 + 50 vol% HGM S22 (Colloca, Gupta and Porfiri 2013)",secondary,epoxy,DER 332,glass_microballoon,3M S22,,,,0.5,,mechanical_mixing_cast,,,,,,,tension,,,,2100.0,16.5,,,,,,,,,,,,0.7,
W4382982980-176,W4382982980,"Epoxy DER 332 + 30 vol% HGM K46 (Colloca, Gupta and Porfiri 2013)",secondary,epoxy,DER 332,glass_microballoon,3M K46,,,,0.3,,mechanical_mixing_cast,,,,,,,tension,,,,3200.0,21.5,,,,,,,,,,,,0.7,
W4382982980-177,W4382982980,"Epoxy DER 332 + 50 vol% HGM K46 (Colloca, Gupta and Porfiri 2013)",secondary,epoxy,DER 332,glass_microballoon,3M K46,,,,0.5,,mechanical_mixing_cast,,,,,,,tension,,,,4100.0,23.0,,,,,,,,,,,,0.7,
W4382982980-178,W4382982980,Epoxy E51 + 47% HGM S38 (Yingjie Q.Y. et al. [19]),secondary,epoxy,E51,glass_microballoon,3M S38,,,,0.47,,mechanical_mixing_cast,,,,,,,flexure,,,,2120.0,21.8,,,,,,,,,,,,0.7,
W4382982980-179,W4382982980,Epoxy E51 + 49% HGM S38 (Yingjie Q.Y. et al. [19]),secondary,epoxy,E51,glass_microballoon,3M S38,,,,0.49,,mechanical_mixing_cast,,,,,,,flexure,,,,2090.0,21.8,,,,,,,,,,,,0.7,
W4382982980-180,W4382982980,Epoxy E51 + 51% HGM S38 (Yingjie Q.Y. et al. [19]),secondary,epoxy,E51,glass_microballoon,3M S38,,,,0.51,,mechanical_mixing_cast,,,,,,,flexure,,,,2080.0,18.3,,,,,,,,,,,,0.7,
W4382982980-181,W4382982980,Epoxy E51 + 53% HGM S38 (Yingjie Q.Y. et al. [19]),secondary,epoxy,E51,glass_microballoon,3M S38,,,,0.53,,mechanical_mixing_cast,,,,,,,flexure,,,,2050.0,16.0,,,,,,,,,,,,0.7,
W4382982980-182,W4382982980,Epoxy E51 + 55% HGM S38 (Yingjie Q.Y. et al. [19]),secondary,epoxy,E51,glass_microballoon,3M S38,,,,0.55,,mechanical_mixing_cast,,,,,,,flexure,,,,1940.0,14.4,,,,,,,,,,,,0.7,
W4382982980-183,W4382982980,Epoxy E51 + 57% HGM S38 (Yingjie Q.Y. et al. [19]),secondary,epoxy,E51,glass_microballoon,3M S38,,,,0.57,,mechanical_mixing_cast,,,,,,,flexure,,,,1794.0,12.3,,,,,,,,,,,,0.7,
W4382982980-184,W4382982980,Epoxy araldite LY5052 + S25 HGM (Karthikeyan C.S. et al. [24]),secondary,epoxy,araldite LY5052,glass_microballoon,3M S25,,,,,,mechanical_mixing_cast,,,,,,,flexure,,,,,37.4,,,,,,,,,,,,0.7,
W4386192681-000,W4386192681,"Buoyancy syntactic foam of Alvin HOV (density quoted from Bernstein, 1967; Hardy et al., 2014; Jamieson et al., 2019; Momma, 1999; Pan et al., 2012)",secondary,other,,other,,,,,,,other,,,0.5,,,,other,,,,,,,,,,,,,,,,,0.8,
W4386192681-001,W4386192681,"Buoyancy syntactic foam of Jiaolong HOV (density quoted from Pan et al., 2012 (and other sources cited for Table 8))",secondary,other,,other,,,,,,,other,,,0.526,,,,other,,,,,,,,,,,,,,,,,0.8,
W4386192681-002,W4386192681,"Buoyancy syntactic foam of Shinkai 6500 HOV (density quoted from Momma, 1999 (and other sources cited for Table 8))",secondary,other,,other,,,,,,,other,,,0.536,,,,other,,,,,,,,,,,,,,,,,0.8,
W4386192681-003,W4386192681,"Buoyancy syntactic foam of Deep Sea Challenger HOV (density quoted from Hardy et al., 2014 (and other sources cited for Table 8))",secondary,epoxy,epoxy resin,glass_microballoon,,,,,,,other,,,0.7,,,,other,,,,,,,,,,,,,,,,,0.8,
W4386192681-004,W4386192681,"Buoyancy syntactic foam of Triton HOV (density quoted from Jamieson et al., 2019 (and other sources cited for Table 8))",secondary,other,,other,,,,,,,other,,,0.625,,,,other,,,,,,,,,,,,,,,,,0.8,
W4387570022-000,W4387570022,"Sintered hollow-glass-microsphere composite, apparent density 320 kg/m3 (Fig. 8 curve 1)",primary,other,No matrix / binder: the continuous phase is formed by viscous flow and contact sintering of the microsphere walls themselves (hot pressing of bulk microspheres without plasticisers or additives in a sealed graphite container),glass_microballoon,"Sodium silicate glass Na2O-SiO2 (77.0 wt% SiO2, 23.0 wt% Na2O) and/or sodium borosilicate glass Na2O-B2O3-SiO2 (69.0 SiO2, 7.5 B2O3, 6.0 CaO, 13.5 Na2O, 2.0 ZnO, 2.0 F wt%)",,,,,,other,650.0,,0.32,,,,hydrostatic,,,,,,,,,,,,,,,,,0.5,
W4387570022-001,W4387570022,"Sintered hollow-glass-microsphere composite, apparent density 400 kg/m3 (Fig. 8 curve 2)",primary,other,No matrix / binder: continuous phase formed by contact sintering and viscous flow of the microsphere walls (hot pressing of bulk microspheres without additives),glass_microballoon,"Sodium silicate glass Na2O-SiO2 (77.0 wt% SiO2, 23.0 wt% Na2O) and/or sodium borosilicate glass Na2O-B2O3-SiO2 (69.0 SiO2, 7.5 B2O3, 6.0 CaO, 13.5 Na2O, 2.0 ZnO, 2.0 F wt%)",,,,,,other,650.0,,0.4,,,,hydrostatic,,,,,,,,,,,,,,,,,0.5,
W4387570022-002,W4387570022,"Sintered hollow-glass-microsphere composite, apparent density 500 kg/m3 (Fig. 8 curve 3)",primary,other,No matrix / binder: continuous phase formed by contact sintering and viscous flow of the microsphere walls (hot pressing of bulk microspheres without additives),glass_microballoon,"Sodium silicate glass Na2O-SiO2 (77.0 wt% SiO2, 23.0 wt% Na2O) and/or sodium borosilicate glass Na2O-B2O3-SiO2 (69.0 SiO2, 7.5 B2O3, 6.0 CaO, 13.5 Na2O, 2.0 ZnO, 2.0 F wt%)",,,,,,other,650.0,,0.5,,,,hydrostatic,,,,,,,,,,,,,,,,,0.5,
W4391225766-000,W4391225766,"MMSF (bare AlSi7Mg / LECAP metal matrix syntactic foam, no tube)",primary,aluminum,"AlSi7Mg aluminium casting alloy, precipitation hardened (T6-type heat treatment)",ceramic_hollow,"Liapor GmbH lightweight expanded clay aggregate particles (LECAPs), sieved to 2.5-3.0 mm; ~60 wt% SiO2, ~17 wt% Al2O3, ~14 wt% Fe2O3, balance CaO/MgO/Na2O/K2O",,,,,,pressure_infiltration,,,1.48,,,,flexure,,25.0,ISO 7438:2020,,69.0,,,,,,46.62162162162162,,,,,,0.8,
W4391225766-001,W4391225766,"f-MMSF (AlSi7Mg / LECAP MMSF core mechanically placed in AlMgSi0.5 tube, no adhesive)",primary,aluminum,"AlSi7Mg aluminium casting alloy, precipitation hardened (T6-type heat treatment)",ceramic_hollow,"Liapor GmbH lightweight expanded clay aggregate particles (LECAPs), sieved to 2.5-3.0 mm; ~60 wt% SiO2, ~17 wt% Al2O3, ~14 wt% Fe2O3, balance CaO/MgO/Na2O/K2O",,,,,,pressure_infiltration,,"Heat-treated AlMgSi0.5 (AA6060-type) outer tube, 32 mm outer diameter, 2 mm wall thickness, 160 mm long; foam core inserted without adhesive (ex situ foam-filled tube)",1.48,,,,flexure,,25.0,ISO 7438:2020,,159.0,,,,,,107.43243243243244,,,,,,0.8,
W4391225766-002,W4391225766,f-EMMSF (AlSi7Mg / LECAP MMSF core adhesive-bonded into AlMgSi0.5 tube with 3M DP410 epoxy),primary,aluminum,"AlSi7Mg aluminium casting alloy, precipitation hardened (T6-type heat treatment)",ceramic_hollow,"Liapor GmbH lightweight expanded clay aggregate particles (LECAPs), sieved to 2.5-3.0 mm; ~60 wt% SiO2, ~17 wt% Al2O3, ~14 wt% Fe2O3, balance CaO/MgO/Na2O/K2O",,,,,,pressure_infiltration,,"Heat-treated AlMgSi0.5 (AA6060-type) outer tube, 32 mm outer diameter, 2 mm wall thickness, 160 mm long; foam core adhesive bonded into the tube with 3M Scotch-Weld DP410 structural epoxy adhesive",1.48,,,,flexure,,25.0,ISO 7438:2020,,169.0,,,,,,114.1891891891892,,,,,,0.8,
W4394017182-000,W4394017182,SF,primary,other_thermoset,phenol formaldehyde (phenolic) resin,fly_ash_cenosphere,,,,,0.7,,vacuum_assisted,,E-glass/epoxy face skins (vacuum bonded); no honeycomb grid stiffener,,,,,tension,,,ASTM C297,1870.0,6.23,,,,,,,,,,,,0.8,
W4394017182-001,W4394017182,SFK20,primary,other_thermoset,phenol formaldehyde (phenolic) resin,fly_ash_cenosphere,,,,,0.7,,vacuum_assisted,,"E-glass/epoxy face skins (vacuum bonded); honeycomb grid stiffener, hexagonal cell size 20 mm",,,,,tension,,,ASTM C297,2340.0,7.83,,,,,,,,,,,,0.8,
W4394017182-002,W4394017182,SFK15,primary,other_thermoset,phenol formaldehyde (phenolic) resin,fly_ash_cenosphere,,,,,0.7,,vacuum_assisted,,"E-glass/epoxy face skins (vacuum bonded); honeycomb grid stiffener, hexagonal cell size 15 mm",,,,,tension,,,ASTM C297,2690.0,8.19,,,,,,,,,,,,0.8,
W4394017182-003,W4394017182,SFK10,primary,other_thermoset,phenol formaldehyde (phenolic) resin,fly_ash_cenosphere,,,,,0.7,,vacuum_assisted,,"E-glass/epoxy face skins (vacuum bonded); honeycomb grid stiffener, hexagonal cell size 10 mm",,,,,tension,,,ASTM C297,2740.0,8.82,,,,,,,,,,,,0.8,
W4394017182-004,W4394017182,SFK5,primary,other_thermoset,phenol formaldehyde (phenolic) resin,fly_ash_cenosphere,,,,,0.7,,vacuum_assisted,,"E-glass/epoxy face skins (vacuum bonded); honeycomb grid stiffener, hexagonal cell size 5 mm",,,,,tension,,,ASTM C297,3380.0,9.01,,,,,,,,,,,,0.8,
W4394017182-005,W4394017182,SF,primary,other_thermoset,phenol formaldehyde (phenolic) resin,fly_ash_cenosphere,,,,,0.7,,vacuum_assisted,,E-glass/epoxy face skins (vacuum bonded); no honeycomb grid stiffener,,,,,tension,,,ASTM D638,4380.0,33.21,,,,,,,,,,,,0.8,
W4394017182-006,W4394017182,SFK20,primary,other_thermoset,phenol formaldehyde (phenolic) resin,fly_ash_cenosphere,,,,,0.7,,vacuum_assisted,,"E-glass/epoxy face skins (vacuum bonded); honeycomb grid stiffener, hexagonal cell size 20 mm",,,,,tension,,,ASTM D638,4870.0,34.25,,,,,,,,,,,,0.8,
W4394017182-007,W4394017182,SFK15,primary,other_thermoset,phenol formaldehyde (phenolic) resin,fly_ash_cenosphere,,,,,0.7,,vacuum_assisted,,"E-glass/epoxy face skins (vacuum bonded); honeycomb grid stiffener, hexagonal cell size 15 mm",,,,,tension,,,ASTM D638,4990.0,36.0,,,,,,,,,,,,0.8,
W4394017182-008,W4394017182,SFK10,primary,other_thermoset,phenol formaldehyde (phenolic) resin,fly_ash_cenosphere,,,,,0.7,,vacuum_assisted,,"E-glass/epoxy face skins (vacuum bonded); honeycomb grid stiffener, hexagonal cell size 10 mm",,,,,tension,,,ASTM D638,5180.0,37.82,,,,,,,,,,,,0.8,
W4394017182-009,W4394017182,SFK5,primary,other_thermoset,phenol formaldehyde (phenolic) resin,fly_ash_cenosphere,,,,,0.7,,vacuum_assisted,,"E-glass/epoxy face skins (vacuum bonded); honeycomb grid stiffener, hexagonal cell size 5 mm",,,,,tension,,,ASTM D638,5420.0,37.93,,,,,,,,,,,,0.8,
